,secid,date,expiration,AMSettlement,ForwardPrice,ticker
99,0,2010-02-01,2011-01-22,0,202.06886897513283,AAPL
100,0,2010-02-02,2010-04-17,0,196.83105812588,AAPL
101,0,2010-02-02,2010-07-17,0,201.55113853813356,AAPL
102,0,2010-02-02,2010-03-20,0,196.6059588980222,AAPL
103,0,2010-02-02,2010-02-20,0,191.83733793253433,AAPL
104,0,2010-02-02,2011-01-22,0,200.1453375167084,AAPL
105,0,2010-02-03,2010-04-17,0,196.80259034333935,AAPL
106,0,2010-02-03,2010-07-17,0,195.8581340682587,AAPL
107,0,2010-02-03,2010-03-20,0,194.60966214255913,AAPL
108,0,2010-02-03,2010-02-20,0,205.10856378335492,AAPL
109,0,2010-02-03,2011-01-22,0,198.6848273107229,AAPL
110,0,2010-02-04,2010-04-17,0,186.5809780175208,AAPL
111,0,2010-02-04,2010-07-17,0,188.45654216765521,AAPL
112,0,2010-02-04,2010-03-20,0,191.25583150959486,AAPL
113,0,2010-02-04,2010-02-20,0,194.52407743275484,AAPL
114,0,2010-02-04,2011-01-22,0,194.18038653325436,AAPL
115,0,2010-02-05,2010-04-17,0,197.19114414767216,AAPL
116,0,2010-02-05,2010-07-17,0,191.9097603090849,AAPL
117,0,2010-02-05,2010-03-20,0,207.2508405127075,AAPL
118,0,2010-02-05,2010-02-20,0,203.44205472429616,AAPL
119,0,2010-02-05,2011-01-22,0,188.1769228622907,AAPL
120,0,2010-02-08,2010-04-17,0,191.85565923391965,AAPL
121,0,2010-02-08,2010-07-17,0,193.8585992616615,AAPL
122,0,2010-02-08,2010-03-20,0,192.5672381506085,AAPL
123,0,2010-02-08,2010-02-20,0,191.00302962019936,AAPL
124,0,2010-02-08,2011-01-22,0,199.27372873641295,AAPL
125,0,2010-02-09,2010-04-17,0,189.82193557516618,AAPL
126,0,2010-02-09,2010-07-17,0,194.5732309341857,AAPL
127,0,2010-02-09,2010-03-20,0,192.21954386753106,AAPL
128,0,2010-02-09,2010-02-20,0,195.58130542670276,AAPL
129,0,2010-02-09,2011-01-22,0,196.94354450101548,AAPL
130,0,2010-02-10,2010-04-17,0,193.26832416478382,AAPL
131,0,2010-02-10,2010-07-17,0,190.8197744352543,AAPL
132,0,2010-02-10,2010-03-20,0,199.0379158813853,AAPL
133,0,2010-02-10,2010-02-20,0,195.62494950215745,AAPL
134,0,2010-02-10,2011-01-22,0,192.357712926815,AAPL
135,0,2010-02-11,2010-04-17,0,202.12397642561783,AAPL
136,0,2010-02-11,2010-07-17,0,195.3912051516324,AAPL
137,0,2010-02-11,2010-03-20,0,195.4801539195637,AAPL
138,0,2010-02-11,2010-02-20,0,207.3208363311807,AAPL
139,0,2010-02-11,2011-01-22,0,203.4235904503153,AAPL
140,0,2010-02-12,2010-04-17,0,197.86412803740296,AAPL
141,0,2010-02-12,2010-07-17,0,202.45956246445522,AAPL
142,0,2010-02-12,2010-03-20,0,200.26394114815682,AAPL
143,0,2010-02-12,2010-02-20,0,199.76258389989223,AAPL
144,0,2010-02-12,2011-01-22,0,199.5347980096587,AAPL
145,0,2010-02-16,2010-04-17,0,210.01504358331664,AAPL
146,0,2010-02-16,2010-07-17,0,204.32130701129364,AAPL
147,0,2010-02-16,2010-03-20,0,204.13344262620785,AAPL
148,0,2010-02-16,2010-02-20,0,198.27180931522003,AAPL
149,0,2010-02-16,2011-01-22,0,203.84476069683424,AAPL
150,0,2010-02-17,2010-04-17,0,200.88236842151147,AAPL
151,0,2010-02-17,2010-07-17,0,207.3056509789189,AAPL
152,0,2010-02-17,2010-03-20,0,203.33017631032843,AAPL
153,0,2010-02-17,2010-02-20,0,207.91392827588098,AAPL
154,0,2010-02-17,2011-01-22,0,205.2397771090594,AAPL
155,0,2010-02-18,2010-04-17,0,197.5309432758171,AAPL
156,0,2010-02-18,2010-07-17,0,210.0155740912992,AAPL
157,0,2010-02-18,2010-03-20,0,198.05680152759186,AAPL
158,0,2010-02-18,2010-02-20,0,203.67538488521362,AAPL
159,0,2010-02-18,2011-01-22,0,211.0251476918989,AAPL
160,0,2010-02-19,2010-04-17,0,197.27400265702977,AAPL
161,0,2010-02-19,2010-07-17,0,198.35264362524708,AAPL
162,0,2010-02-19,2010-03-20,0,207.55364284321846,AAPL
163,0,2010-02-19,2010-02-20,0,200.13151659997212,AAPL
164,0,2010-02-19,2011-01-22,0,205.28072558507816,AAPL
165,0,2010-02-22,2010-07-17,0,202.0343296707557,AAPL
166,0,2010-02-22,2010-10-16,0,206.6782166759933,AAPL
167,0,2010-02-22,2010-04-17,0,199.81405252782582,AAPL
168,0,2010-02-22,2011-01-22,0,201.70977940060624,AAPL
169,0,2010-02-22,2010-03-20,0,200.34538210190908,AAPL
170,0,2010-02-23,2010-07-17,0,193.97190636580757,AAPL
171,0,2010-02-23,2010-10-16,0,192.79319147807183,AAPL
172,0,2010-02-23,2010-04-17,0,196.84811401576903,AAPL
173,0,2010-02-23,2011-01-22,0,194.4769357612571,AAPL
174,0,2010-02-23,2010-03-20,0,189.03501759656896,AAPL
175,0,2010-02-24,2010-07-17,0,201.0198490451333,AAPL
176,0,2010-02-24,2010-10-16,0,199.19489315649497,AAPL
177,0,2010-02-24,2010-04-17,0,195.47336095406644,AAPL
178,0,2010-02-24,2011-01-22,0,200.17520546605752,AAPL
179,0,2010-02-24,2010-03-20,0,204.39628631419984,AAPL
180,0,2010-02-25,2010-07-17,0,201.6119745299406,AAPL
181,0,2010-02-25,2010-10-16,0,199.66512951139575,AAPL
182,0,2010-02-25,2010-04-17,0,207.5484654317004,AAPL
183,0,2010-02-25,2011-01-22,0,201.89866053095352,AAPL
184,0,2010-02-25,2010-03-20,0,204.2150771847388,AAPL
185,0,2010-02-26,2010-07-17,0,205.22698300403778,AAPL
186,0,2010-02-26,2010-10-16,0,206.02465221932346,AAPL
187,0,2010-02-26,2010-04-17,0,200.29852487184598,AAPL
188,0,2010-02-26,2011-01-22,0,216.03898636413342,AAPL
189,0,2010-02-26,2010-03-20,0,205.37193512908337,AAPL
190,0,2010-03-01,2010-07-17,0,203.187207098715,AAPL
191,0,2010-03-01,2010-10-16,0,206.9932106909278,AAPL
192,0,2010-03-01,2010-04-17,0,207.82996900896018,AAPL
193,0,2010-03-01,2011-01-22,0,211.12856651912654,AAPL
194,0,2010-03-01,2010-03-20,0,205.4646927847278,AAPL
195,0,2010-03-02,2010-07-17,0,200.16298314971968,AAPL
196,0,2010-03-02,2010-10-16,0,208.4776772646097,AAPL
197,0,2010-03-02,2010-04-17,0,205.97667687949993,AAPL
198,0,2010-03-02,2011-01-22,0,205.15821688029175,AAPL
199,0,2010-03-02,2010-03-20,0,205.56650967168162,AAPL
200,0,2010-03-03,2010-07-17,0,202.31794835203465,AAPL
201,0,2010-03-03,2010-10-16,0,203.71959094506187,AAPL
202,0,2010-03-03,2010-04-17,0,208.95843231820848,AAPL
203,0,2010-03-03,2011-01-22,0,219.27279050139103,AAPL
204,0,2010-03-03,2010-03-20,0,205.67175973525292,AAPL
205,0,2010-03-04,2010-07-17,0,223.5668351227625,AAPL
206,0,2010-03-04,2010-10-16,0,206.30904554132425,AAPL
207,0,2010-03-04,2010-04-17,0,218.6533958524388,AAPL
208,0,2010-03-04,2011-01-22,0,210.02676501545136,AAPL
209,0,2010-03-04,2010-03-20,0,206.15843419992504,AAPL
210,0,2010-03-05,2010-07-17,0,218.12804658499957,AAPL
211,0,2010-03-05,2010-10-16,0,222.91010522904156,AAPL
212,0,2010-03-05,2010-04-17,0,214.72299024261952,AAPL
213,0,2010-03-05,2011-01-22,0,221.79870333547498,AAPL
214,0,2010-03-05,2010-03-20,0,226.6453874779387,AAPL
215,0,2010-03-08,2010-07-17,0,218.26586877849948,AAPL
216,0,2010-03-08,2010-10-16,0,218.4229457232652,AAPL
217,0,2010-03-08,2010-04-17,0,213.02515101636922,AAPL
218,0,2010-03-08,2011-01-22,0,221.01583042577153,AAPL
219,0,2010-03-08,2010-03-20,0,218.31103876565405,AAPL
220,0,2010-03-09,2010-07-17,0,223.9616221020074,AAPL
221,0,2010-03-09,2010-10-16,0,225.10812994473798,AAPL
222,0,2010-03-09,2010-04-17,0,227.64446963769564,AAPL
223,0,2010-03-09,2011-01-22,0,224.16209064812804,AAPL
224,0,2010-03-09,2010-03-20,0,225.14807191334955,AAPL
225,0,2010-03-10,2010-07-17,0,224.64514823863223,AAPL
226,0,2010-03-10,2010-10-16,0,234.98865189904012,AAPL
227,0,2010-03-10,2010-04-17,0,226.32320637714167,AAPL
228,0,2010-03-10,2011-01-22,0,232.97893196170344,AAPL
229,0,2010-03-10,2010-03-20,0,221.6203475949389,AAPL
230,0,2010-03-11,2010-07-17,0,231.18904059688595,AAPL
231,0,2010-03-11,2010-10-16,0,227.22084014596493,AAPL
232,0,2010-03-11,2010-04-17,0,220.56026565275414,AAPL
233,0,2010-03-11,2011-01-22,0,228.63731876705478,AAPL
234,0,2010-03-11,2010-03-20,0,222.00801553008534,AAPL
235,0,2010-03-12,2010-07-17,0,221.86552443672025,AAPL
236,0,2010-03-12,2010-10-16,0,225.00662892739962,AAPL
237,0,2010-03-12,2010-04-17,0,228.72184762523102,AAPL
238,0,2010-03-12,2011-01-22,0,228.7801647122592,AAPL
239,0,2010-03-12,2010-03-20,0,230.8377061800735,AAPL
240,0,2010-03-15,2010-07-17,0,222.95621358102952,AAPL
241,0,2010-03-15,2010-10-16,0,225.0437753454905,AAPL
242,0,2010-03-15,2010-04-17,0,223.37153155715964,AAPL
243,0,2010-03-15,2011-01-22,0,231.47894771600974,AAPL
244,0,2010-03-15,2010-03-20,0,222.42083406943436,AAPL
245,0,2010-03-16,2010-07-17,0,226.01879146847287,AAPL
246,0,2010-03-16,2010-10-16,0,223.2745537258302,AAPL
247,0,2010-03-16,2010-04-17,0,225.2910090189014,AAPL
248,0,2010-03-16,2011-01-22,0,217.53910565827263,AAPL
249,0,2010-03-16,2010-03-20,0,223.39476843573425,AAPL
250,0,2010-03-17,2010-07-17,0,228.24088002210905,AAPL
251,0,2010-03-17,2010-10-16,0,223.13629385158976,AAPL
252,0,2010-03-17,2010-04-17,0,217.30177762822532,AAPL
253,0,2010-03-17,2011-01-22,0,224.70216266187407,AAPL
254,0,2010-03-17,2010-03-20,0,232.00236338608295,AAPL
255,0,2010-03-18,2010-07-17,0,227.53685752448317,AAPL
256,0,2010-03-18,2010-10-16,0,233.11729015958304,AAPL
257,0,2010-03-18,2010-04-17,0,230.61371780656017,AAPL
258,0,2010-03-18,2011-01-22,0,230.95672250693448,AAPL
259,0,2010-03-18,2010-03-20,0,223.15514010126185,AAPL
260,0,2010-03-19,2010-07-17,0,226.1729945495711,AAPL
261,0,2010-03-19,2010-10-16,0,221.4389706502167,AAPL
262,0,2010-03-19,2010-04-17,0,224.04500937789606,AAPL
263,0,2010-03-19,2011-01-22,0,223.520519228841,AAPL
264,0,2010-03-19,2010-03-20,0,230.13995126750504,AAPL
265,0,2010-03-22,2010-07-17,0,228.5409849953829,AAPL
266,0,2010-03-22,2010-10-16,0,224.42043362555958,AAPL
267,0,2010-03-22,2010-05-22,0,219.62313838433846,AAPL
268,0,2010-03-22,2010-04-17,0,229.28305199685263,AAPL
269,0,2010-03-22,2011-01-22,0,231.04350679049594,AAPL
270,0,2010-03-23,2010-07-17,0,221.52115448362895,AAPL
271,0,2010-03-23,2010-10-16,0,228.57124158683825,AAPL
272,0,2010-03-23,2010-05-22,0,231.83092564333367,AAPL
273,0,2010-03-23,2010-04-17,0,236.86847736517333,AAPL
274,0,2010-03-23,2011-01-22,0,223.98008904193938,AAPL
275,0,2010-03-24,2010-07-17,0,226.42198664149058,AAPL
276,0,2010-03-24,2010-10-16,0,225.2906008406703,AAPL
277,0,2010-03-24,2010-05-22,0,232.42131244874986,AAPL
278,0,2010-03-24,2010-04-17,0,236.4466778389006,AAPL
279,0,2010-03-24,2011-01-22,0,230.49682383515622,AAPL
280,0,2010-03-25,2010-07-17,0,232.18928952747189,AAPL
281,0,2010-03-25,2010-10-16,0,229.95993878491853,AAPL
282,0,2010-03-25,2010-05-22,0,228.16077137381257,AAPL
283,0,2010-03-25,2010-04-17,0,223.59952151897454,AAPL
284,0,2010-03-25,2011-01-22,0,217.41454274143518,AAPL
285,0,2010-03-26,2010-07-17,0,238.73107605871058,AAPL
286,0,2010-03-26,2010-10-16,0,222.07526861600564,AAPL
287,0,2010-03-26,2010-05-22,0,232.92425245481277,AAPL
288,0,2010-03-26,2010-04-17,0,231.2465975094134,AAPL
289,0,2010-03-26,2011-01-22,0,229.14009337301633,AAPL
290,0,2010-03-29,2010-07-17,0,234.3025511240883,AAPL
291,0,2010-03-29,2010-10-16,0,236.88936984079024,AAPL
292,0,2010-03-29,2010-05-22,0,239.3138715354536,AAPL
293,0,2010-03-29,2010-04-17,0,224.97813279660826,AAPL
294,0,2010-03-29,2011-01-22,0,230.69438149456724,AAPL
295,0,2010-03-30,2010-07-17,0,237.18707994279382,AAPL
296,0,2010-03-30,2010-10-16,0,237.6501014634263,AAPL
297,0,2010-03-30,2010-05-22,0,237.04562922347577,AAPL
298,0,2010-03-30,2010-04-17,0,240.96801080202349,AAPL
299,0,2010-03-30,2011-01-22,0,232.7505892205452,AAPL
300,0,2010-03-31,2010-07-17,0,239.976565542175,AAPL
301,0,2010-03-31,2010-10-16,0,230.56563682055594,AAPL
302,0,2010-03-31,2010-05-22,0,236.90570000913306,AAPL
303,0,2010-03-31,2010-04-17,0,234.26541485505416,AAPL
304,0,2010-03-31,2011-01-22,0,235.31893008345207,AAPL
305,0,2010-04-01,2010-07-17,0,237.05283934821287,AAPL
306,0,2010-04-01,2010-10-16,0,240.48434012428382,AAPL
307,0,2010-04-01,2010-05-22,0,232.03040135021155,AAPL
308,0,2010-04-01,2010-04-17,0,232.26273971149809,AAPL
309,0,2010-04-01,2011-01-22,0,236.94324734783655,AAPL
310,0,2010-04-05,2010-07-17,0,241.37653937875373,AAPL
311,0,2010-04-05,2010-10-16,0,250.41611787412643,AAPL
312,0,2010-04-05,2010-05-22,0,242.60405763512344,AAPL
313,0,2010-04-05,2010-04-17,0,242.52954767318818,AAPL
314,0,2010-04-05,2011-01-22,0,238.51972314436213,AAPL
315,0,2010-04-06,2010-07-17,0,240.28175816983907,AAPL
316,0,2010-04-06,2010-10-16,0,246.42573053726133,AAPL
317,0,2010-04-06,2010-05-22,0,237.44562558183318,AAPL
318,0,2010-04-06,2010-04-17,0,247.36136336893279,AAPL
319,0,2010-04-06,2011-01-22,0,232.9130709375778,AAPL
320,0,2010-04-07,2010-07-17,0,242.94318659605372,AAPL
321,0,2010-04-07,2010-10-16,0,243.6313397361118,AAPL
322,0,2010-04-07,2010-05-22,0,236.8117755528156,AAPL
323,0,2010-04-07,2010-04-17,0,232.87020343633372,AAPL
324,0,2010-04-07,2011-01-22,0,242.83502175090922,AAPL
325,0,2010-04-08,2010-07-17,0,237.90887609336252,AAPL
326,0,2010-04-08,2010-10-16,0,242.65610977902068,AAPL
327,0,2010-04-08,2010-05-22,0,240.29517515647362,AAPL
328,0,2010-04-08,2010-04-17,0,229.1296894493576,AAPL
329,0,2010-04-08,2011-01-22,0,244.24377462864626,AAPL
330,0,2010-04-09,2010-07-17,0,244.586640115385,AAPL
331,0,2010-04-09,2010-10-16,0,238.8989118927707,AAPL
332,0,2010-04-09,2010-05-22,0,242.98567531841175,AAPL
333,0,2010-04-09,2010-04-17,0,245.48431898795755,AAPL
334,0,2010-04-09,2011-01-22,0,241.83336615239955,AAPL
335,0,2010-04-12,2010-07-17,0,245.04532147256046,AAPL
336,0,2010-04-12,2010-10-16,0,241.4955529110437,AAPL
337,0,2010-04-12,2010-05-22,0,240.4689210119019,AAPL
338,0,2010-04-12,2010-04-17,0,246.29941428270814,AAPL
339,0,2010-04-12,2011-01-22,0,242.6166064333279,AAPL
340,0,2010-04-13,2010-07-17,0,235.5467367818626,AAPL
341,0,2010-04-13,2010-10-16,0,231.84615198313855,AAPL
342,0,2010-04-13,2010-05-22,0,236.18315748232308,AAPL
343,0,2010-04-13,2010-04-17,0,232.96277549836486,AAPL
344,0,2010-04-13,2011-01-22,0,240.05316632025307,AAPL
345,0,2010-04-14,2010-07-17,0,251.31006241012875,AAPL
346,0,2010-04-14,2010-10-16,0,252.8013032260198,AAPL
347,0,2010-04-14,2010-05-22,0,246.68931339035817,AAPL
348,0,2010-04-14,2010-04-17,0,244.2990747709959,AAPL
349,0,2010-04-14,2011-01-22,0,246.24770332321367,AAPL
350,0,2010-04-15,2010-07-17,0,246.18041071684064,AAPL
351,0,2010-04-15,2010-10-16,0,242.12510426867325,AAPL
352,0,2010-04-15,2010-05-22,0,244.8520394266076,AAPL
353,0,2010-04-15,2010-04-17,0,249.38247041547575,AAPL
354,0,2010-04-15,2011-01-22,0,245.40462845036276,AAPL
355,0,2010-04-16,2010-07-17,0,240.8492719753851,AAPL
356,0,2010-04-16,2010-10-16,0,249.82811671829296,AAPL
357,0,2010-04-16,2010-05-22,0,256.1296657473583,AAPL
358,0,2010-04-16,2010-04-17,0,251.40998160609712,AAPL
359,0,2010-04-16,2011-01-22,0,243.21165390421174,AAPL
360,0,2010-04-19,2010-07-17,0,251.89700231026993,AAPL
361,0,2010-04-19,2010-10-16,0,244.55512932175688,AAPL
362,0,2010-04-19,2010-06-19,0,238.2925008071258,AAPL
363,0,2010-04-19,2010-05-22,0,246.46791314791193,AAPL
364,0,2010-04-19,2011-01-22,0,245.360020660156,AAPL
365,0,2010-04-20,2010-07-17,0,243.13317078142376,AAPL
366,0,2010-04-20,2010-10-16,0,246.0790691923693,AAPL
367,0,2010-04-20,2010-06-19,0,246.08552031424392,AAPL
368,0,2010-04-20,2010-05-22,0,240.71279648091453,AAPL
369,0,2010-04-20,2011-01-22,0,246.7286386236269,AAPL
370,0,2010-04-21,2010-07-17,0,265.0234082791271,AAPL
371,0,2010-04-21,2010-10-16,0,258.01375793053523,AAPL
372,0,2010-04-21,2010-06-19,0,251.8026193685332,AAPL
373,0,2010-04-21,2010-05-22,0,257.50767529918323,AAPL
374,0,2010-04-21,2011-01-22,0,266.05061476460276,AAPL
375,0,2010-04-22,2010-07-17,0,277.30086527556165,AAPL
376,0,2010-04-22,2010-10-16,0,278.3511182034823,AAPL
377,0,2010-04-22,2010-06-19,0,268.4723743644453,AAPL
378,0,2010-04-22,2010-05-22,0,265.83072620146817,AAPL
379,0,2010-04-22,2011-01-22,0,267.8959326810169,AAPL
380,0,2010-04-23,2010-07-17,0,272.8645865164497,AAPL
381,0,2010-04-23,2010-10-16,0,271.2658035798522,AAPL
382,0,2010-04-23,2010-06-19,0,266.42341903570707,AAPL
383,0,2010-04-23,2010-05-22,0,276.7632044787351,AAPL
384,0,2010-04-23,2011-01-22,0,273.6510766431119,AAPL
385,0,2010-04-26,2010-07-17,0,263.5897706357648,AAPL
386,0,2010-04-26,2010-10-16,0,267.52448855816766,AAPL
387,0,2010-04-26,2010-06-19,0,258.4640573385362,AAPL
388,0,2010-04-26,2010-05-22,0,260.8251991945641,AAPL
389,0,2010-04-26,2011-01-22,0,269.01937156744566,AAPL
390,0,2010-04-27,2010-07-17,0,264.09875620400226,AAPL
391,0,2010-04-27,2010-10-16,0,260.5077519089639,AAPL
392,0,2010-04-27,2010-06-19,0,257.17851792936546,AAPL
393,0,2010-04-27,2010-05-22,0,267.95167843311174,AAPL
394,0,2010-04-27,2011-01-22,0,261.66479308015624,AAPL
395,0,2010-04-28,2010-07-17,0,267.4554099114318,AAPL
396,0,2010-04-28,2010-10-16,0,256.2633160953256,AAPL
397,0,2010-04-28,2010-06-19,0,259.96164842258054,AAPL
398,0,2010-04-28,2010-05-22,0,264.86189611745027,AAPL
399,0,2010-04-28,2011-01-22,0,262.72302124096495,AAPL
400,0,2010-04-29,2010-07-17,0,269.35766728433134,AAPL
401,0,2010-04-29,2010-10-16,0,272.3729115172234,AAPL
402,0,2010-04-29,2010-06-19,0,276.587965566284,AAPL
403,0,2010-04-29,2010-05-22,0,269.8895516371894,AAPL
404,0,2010-04-29,2011-01-22,0,269.42943690644347,AAPL
405,0,2010-04-30,2010-07-17,0,256.9027321490108,AAPL
406,0,2010-04-30,2010-10-16,0,265.19433112980283,AAPL
407,0,2010-04-30,2010-06-19,0,263.47801379885277,AAPL
408,0,2010-04-30,2010-05-22,0,257.0956307550951,AAPL
409,0,2010-04-30,2011-01-22,0,267.9596659626248,AAPL
410,0,2010-05-03,2010-07-17,0,264.917299734103,AAPL
411,0,2010-05-03,2010-10-16,0,272.01062233490774,AAPL
412,0,2010-05-03,2010-06-19,0,268.8599027064181,AAPL
413,0,2010-05-03,2010-05-22,0,264.7625440093695,AAPL
414,0,2010-05-03,2011-01-22,0,257.9068724876685,AAPL
415,0,2010-05-04,2010-07-17,0,265.79870065770785,AAPL
416,0,2010-05-04,2010-10-16,0,263.86119853927124,AAPL
417,0,2010-05-04,2010-06-19,0,250.86462253496376,AAPL
418,0,2010-05-04,2010-05-22,0,248.2149969214409,AAPL
419,0,2010-05-04,2011-01-22,0,256.0288004253899,AAPL
420,0,2010-05-05,2010-07-17,0,268.54771748237675,AAPL
421,0,2010-05-05,2010-10-16,0,258.5517292154153,AAPL
