secid,date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,am_settlement,ticker,am_set_flag
0,2010-01-06,2012-01-21,2010-01-04,P,123690.12295737829,10.19,10.200000000000001,2,160,0.40790882162927955,0,AAPL,
0,2010-01-06,2012-01-21,2010-01-06,P,201311.6562737785,34.01,34.019999999999996,6,571,0.4018094739092262,0,AAPL,
0,2010-01-06,2012-01-21,2010-01-06,C,284542.03958374873,25.03,25.040000000000003,8,5231,0.35582278639521175,0,AAPL,
0,2010-01-07,2010-01-16,2009-12-17,P,29848.008721059847,0.0,0.01,1,4374,3.0,0,AAPL,
0,2010-01-07,2010-01-16,2010-01-07,C,181073.5002440157,38.86,38.87,100,5863,,0,AAPL,
0,2010-01-07,2010-01-16,2010-01-06,C,308973.24966945045,0.0,0.01,2,9025,0.6834631239315426,0,AAPL,
0,2010-01-07,2010-04-17,2009-12-18,C,100701.60968668955,122.94,130.35,0,255,,0,AAPL,
0,2010-01-07,2010-04-17,2010-01-06,C,138625.73018767848,71.4,77.51,0,257,0.49293805860460177,0,AAPL,
0,2010-01-07,2010-04-17,2010-01-07,C,175237.8575921534,37.300000000000004,37.31,79,3154,0.3596803690111733,0,AAPL,
0,2010-01-07,2010-04-17,2010-01-07,P,199053.80736774206,8.74,9.24,279,2864,0.3637701084650129,0,AAPL,
0,2010-01-07,2010-04-17,2010-01-07,P,297637.8835570702,97.95,97.96000000000001,21,241,0.3991941517127918,0,AAPL,
0,2010-01-07,2010-07-17,2010-01-07,P,113414.51225553082,0.89,0.99,16,365,0.44742119550225673,0,AAPL,
0,2010-01-07,2010-07-17,2010-01-07,P,125867.31152039474,1.3,1.44,27,166,0.46224205162735493,0,AAPL,
0,2010-01-07,2010-07-17,2010-01-07,C,253280.0720727605,7.68,8.85,447,13308,0.36239824311473,0,AAPL,
0,2010-01-07,2010-07-17,2010-01-07,C,321642.0022525129,0.93,0.98,254,106,0.3409464916608002,0,AAPL,
0,2010-01-07,2011-01-22,2010-01-04,C,84807.83125980555,123.16,123.17,2,523,0.46078846607814516,0,AAPL,
0,2010-01-07,2011-01-22,2010-01-07,P,102998.87432511998,1.83,1.84,115,4648,0.4836497693945372,0,AAPL,
0,2010-01-07,2011-01-22,2010-01-07,C,130834.24760932919,86.7,86.71000000000001,4,425,0.438026984468903,0,AAPL,
0,2010-01-07,2011-01-22,2010-01-05,C,155399.2402256979,66.44,66.45,1,2066,0.4036296812251648,0,AAPL,
0,2010-01-07,2011-01-22,2010-01-07,P,189463.4560983626,23.07,23.080000000000002,65,3681,0.3572412632210268,0,AAPL,
0,2010-01-07,2011-01-22,2010-01-07,C,207085.94948642378,27.580000000000002,32.51,528,5227,0.360609137716287,0,AAPL,
0,2010-01-07,2012-01-21,2010-01-07,P,114659.93725715458,7.24,7.43,36,29,0.4176739529334795,0,AAPL,
0,2010-01-07,2012-01-21,2010-01-07,P,135432.81827756585,14.11,14.12,6,276,0.43369320358055324,0,AAPL,
0,2010-01-08,2010-01-16,2010-01-06,C,40219.64392088097,170.1,173.21,0,382,,0,AAPL,
0,2010-01-08,2010-01-16,2009-12-28,C,63594.6511296117,137.11,147.08,1,264,,0,AAPL,
0,2010-01-08,2010-01-16,2010-01-08,C,89445.47511370669,131.48,131.48999999999998,27,5639,,0,AAPL,
0,2010-01-08,2010-01-16,2010-01-08,C,157261.5121287807,54.04,55.47,57,13471,,0,AAPL,
0,2010-01-08,2010-01-16,2010-01-08,P,161259.36539868382,0.0,0.01,33,13833,0.6430229240538637,0,AAPL,
0,2010-01-08,2010-01-16,2010-01-08,C,191898.6142441969,15.280000000000001,17.02,1236,28575,,0,AAPL,
0,2010-01-08,2010-02-20,2010-01-08,P,141813.8270842092,0.09,0.13,26,530,0.49683767139141743,0,AAPL,
0,2010-01-08,2010-02-20,2010-01-08,P,185816.7971949633,1.43,1.44,909,18098,0.4101456806704344,0,AAPL,
0,2010-01-08,2010-02-20,2010-01-08,C,220143.9060363894,6.99,7.0,7419,31007,0.3769609739658854,0,AAPL,
0,2010-01-08,2010-02-20,2010-01-08,P,239449.00154889005,40.910000000000004,40.92,25,69,0.36284725591645806,0,AAPL,
0,2010-01-08,2010-04-17,2010-01-08,P,192522.6398543825,6.87,6.88,533,3881,0.34848941977521714,0,AAPL,
0,2010-01-08,2010-07-17,2010-01-05,C,134486.81763837737,82.13,86.26,3,7,0.39509888932167525,0,AAPL,
0,2010-01-08,2010-07-17,2010-01-04,P,306225.1419992799,92.31,92.32000000000001,1,120,0.3318787168594143,0,AAPL,
0,2010-01-08,2011-01-22,2010-01-07,C,151475.36021463884,74.08,75.34,0,2005,0.38463608701825597,0,AAPL,
0,2010-01-08,2011-01-22,2010-01-08,C,185163.67527236367,53.7,53.71,34,2427,0.39755946548833077,0,AAPL,
0,2010-01-08,2011-01-22,2010-01-08,P,239695.35188163642,48.42,48.43,153,636,0.32684583792757677,0,AAPL,
0,2010-01-08,2011-01-22,2010-01-08,P,273979.09480827494,70.13,74.45,2,2018,0.3178822604267632,0,AAPL,
0,2010-01-08,2011-01-22,2010-01-06,P,285539.76746525464,74.96000000000001,80.23,1,437,0.3538268153258112,0,AAPL,
0,2010-01-08,2012-01-21,2010-01-08,P,229104.83904204753,53.92,53.93,2,260,0.37226537033176943,0,AAPL,
0,2010-01-08,2012-01-21,2010-01-08,C,303594.6477395842,16.25,16.26,23,278,0.35685058337056075,0,AAPL,
0,2010-01-11,2010-01-16,2009-12-15,P,25209.05329734737,0.0,0.01,0,12633,3.0,0,AAPL,
0,2010-01-11,2010-01-16,2009-11-30,P,40733.35622506158,0.0,0.01,0,2098,3.0,0,AAPL,
0,2010-01-11,2010-01-16,2010-01-04,C,55892.53317486021,167.71,167.72,0,264,3.0,0,AAPL,
0,2010-01-11,2010-01-16,2009-12-29,P,69321.3521681129,0.0,0.01,0,11029,2.8322459857271856,0,AAPL,
0,2010-01-11,2010-01-16,2010-01-11,C,143230.04542137883,64.15,64.16000000000001,199,10987,1.5973155108884591,0,AAPL,
0,2010-01-11,2010-01-16,2010-01-06,P,259825.3208170173,50.870000000000005,51.6,0,195,,0,AAPL,
0,2010-01-11,2010-02-20,2010-01-11,C,162167.00125997906,45.410000000000004,45.42,15,115,0.45355249571837386,0,AAPL,
0,2010-01-11,2010-02-20,2010-01-11,C,187975.15027498346,24.53,24.540000000000003,530,2824,0.38572823512662663,0,AAPL,
0,2010-01-11,2010-04-17,2010-01-11,P,164881.82067850063,2.22,2.23,44,3222,0.43054864402883625,0,AAPL,
0,2010-01-11,2010-04-17,2010-01-11,C,180509.5681024938,39.03,39.04,105,3121,0.382880897938676,0,AAPL,
0,2010-01-11,2010-07-17,2010-01-11,C,210447.8883475751,17.07,17.71,307,12884,0.32338900331315173,0,AAPL,
0,2010-01-11,2011-01-22,2010-01-11,P,83921.3599384964,0.6900000000000001,0.74,8,3619,0.4772820452598313,0,AAPL,
0,2010-01-11,2011-01-22,2010-01-04,C,84736.68238109603,116.5,119.8,0,482,0.48873689286484545,0,AAPL,
0,2010-01-11,2011-01-22,2010-01-11,P,176007.00515961988,15.06,15.07,11,1377,0.366424503690446,0,AAPL,
0,2010-01-11,2011-01-22,2010-01-11,P,187944.8213089338,19.52,21.1,4,3844,0.35515768445510676,0,AAPL,
0,2010-01-11,2011-01-22,2010-01-07,C,191362.36058499708,36.34,37.46,2,407,0.41046249533205287,0,AAPL,
0,2010-01-11,2011-01-22,2010-01-11,P,225908.36433550957,37.57,37.58,13,2160,0.3599171340172591,0,AAPL,
0,2010-01-11,2012-01-21,2010-01-11,P,132247.9616184625,10.0,10.790000000000001,4,203,0.41373370552104427,0,AAPL,
0,2010-01-11,2012-01-21,2010-01-11,C,174730.72379410805,62.63,62.64,31,1875,0.4340308176637739,0,AAPL,
0,2010-01-11,2012-01-21,2010-01-11,C,318469.13901202375,16.36,16.37,15,166,0.33313839960343306,0,AAPL,
0,2010-01-12,2010-01-16,2010-01-04,C,61246.434380235325,144.74,164.82,1,208,,0,AAPL,
0,2010-01-12,2010-01-16,2010-01-12,C,123431.93457943072,89.34,89.35000000000001,52,11531,,0,AAPL,
0,2010-01-12,2010-01-16,2010-01-12,C,157285.30489328504,56.52,56.53,17,4573,,0,AAPL,
0,2010-01-12,2010-02-20,2010-01-12,P,137173.59203707724,0.04,0.08,19,742,0.47423728580870195,0,AAPL,
0,2010-01-12,2010-02-20,2010-01-12,C,153950.79161857074,56.18,56.19,2,151,,0,AAPL,
0,2010-01-12,2010-02-20,2010-01-12,C,206211.76704481797,14.35,14.36,4028,8706,0.41188738206577863,0,AAPL,
0,2010-01-12,2010-04-17,2010-01-12,C,197956.48488207784,21.94,21.950000000000003,154,3204,0.3265529022773423,0,AAPL,
0,2010-01-12,2010-07-17,2010-01-05,P,285545.9806107623,72.59,74.45,0,314,0.3508333783887006,0,AAPL,
0,2010-01-12,2011-01-22,2009-12-30,C,15131.146177910741,188.06,192.18,3,76,,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-07,C,17185.973839229493,183.15,187.81,3,94,,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-06,C,35145.72795938099,169.33,179.18,1,45,,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-06,C,38762.66337792307,183.69,183.7,1,126,,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-05,P,39478.243866495824,0.04,0.1,0,3322,0.6334497071419004,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-12,P,90237.55011839083,1.1400000000000001,1.33,36,6471,0.5046310427367514,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-12,P,130523.26104064692,4.58,4.8500000000000005,36,3289,0.4124896212980763,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-12,C,139523.66514142518,69.5,78.75,12,2193,0.41050706162867523,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-12,C,209597.67475645524,32.32,32.33,441,4876,0.36369467837150404,0,AAPL,
0,2010-01-12,2011-01-22,2010-01-12,P,283074.9885600889,81.2,81.21000000000001,92,429,0.33949344925930486,0,AAPL,
0,2010-01-12,2012-01-21,2009-12-29,C,119626.69840342671,97.16,103.25,0,18,0.4145730131430986,0,AAPL,
0,2010-01-12,2012-01-21,2010-01-05,P,246147.61813983542,65.55,70.56,1,229,0.33512733298978004,0,AAPL,
0,2010-01-13,2010-01-16,2009-12-28,C,25088.716957554334,177.27,177.4,0,1231,,0,AAPL,
0,2010-01-13,2010-01-16,2010-01-13,C,89388.47319980212,120.68,120.69000000000001,6,5276,3.0,0,AAPL,
0,2010-01-13,2010-01-16,2010-01-13,C,110017.58827098149,95.39,101.09,14,7377,,0,AAPL,
0,2010-01-13,2010-01-16,2010-01-13,C,136685.43984513255,79.55,79.56,19,5318,,0,AAPL,
0,2010-01-13,2010-01-16,2010-01-13,P,216176.72616906662,9.72,9.73,1055,5264,,0,AAPL,
0,2010-01-13,2010-01-16,2010-01-13,P,217020.87887420176,1.37,1.46,36654,36465,0.2537602910882989,0,AAPL,
0,2010-01-13,2010-01-16,2009-05-27,P,387413.9835977853,161.07,170.20000000000002,0,0,3.0,0,AAPL,
0,2010-01-13,2010-02-20,2010-01-13,C,241543.09723212977,1.75,2.05,3409,13545,0.3727823418504096,0,AAPL,
0,2010-01-13,2010-04-17,2010-01-13,C,207528.34952655373,17.330000000000002,17.340000000000003,2662,16744,0.3760161257097904,0,AAPL,
0,2010-01-13,2010-07-17,2010-01-13,P,198718.22686699586,13.530000000000001,14.67,32,1081,0.3525653443169729,0,AAPL,
0,2010-01-13,2010-07-17,2010-01-13,C,213136.57684229474,22.37,22.380000000000003,882,2458,0.33834277496889803,0,AAPL,
0,2010-01-13,2011-01-22,2009-09-30,C,25796.52915003921,188.02,188.03,1,32,,0,AAPL,
0,2010-01-13,2011-01-22,2009-12-29,C,70662.86950965508,144.38,144.39,4,574,0.5659812804774311,0,AAPL,
0,2010-01-13,2011-01-22,2010-01-08,C,73022.94474587779,149.92000000000002,149.93,0,188,0.4929073932278545,0,AAPL,
0,2010-01-13,2011-01-22,2010-01-13,C,81514.18817310999,132.17000000000002,135.17000000000002,1,443,0.42140518285771195,0,AAPL,
0,2010-01-13,2011-01-22,2010-01-13,P,246389.48667871786,49.03,61.67,11,1029,0.3253511253202095,0,AAPL,
0,2010-01-13,2011-01-22,2009-12-28,P,312112.94728035957,94.93,103.63,1,394,0.35884289707646455,0,AAPL,
0,2010-01-13,2012-01-21,2010-01-11,C,110172.72575585851,104.99000000000001,116.94,1,81,0.4527929171769563,0,AAPL,
0,2010-01-13,2012-01-21,2010-01-13,C,233738.11296714094,37.230000000000004,37.9,32,1039,0.36369974904458724,0,AAPL,
0,2010-01-13,2012-01-21,2009-12-30,P,276099.8899017962,79.85000000000001,90.31,0,76,0.3479128433800849,0,AAPL,
0,2010-01-14,2010-01-16,2010-01-13,C,23109.479431889435,193.49,193.5,0,1170,,0,AAPL,
0,2010-01-14,2010-01-16,2010-01-14,C,97598.30522898652,110.94,110.95,38,16480,3.0,0,AAPL,
0,2010-01-14,2010-01-16,2009-12-15,C,115737.32786647008,88.48,107.95,0,337,3.0,0,AAPL,
0,2010-01-14,2010-01-16,2010-01-14,C,116915.94849926389,91.29,92.52,42,11865,,0,AAPL,
0,2010-01-14,2010-01-16,2010-01-14,P,137965.30823487544,0.0,0.01,28,18229,1.7465395624143232,0,AAPL,
0,2010-01-14,2010-01-16,2010-01-05,C,310683.54088859755,0.0,0.01,0,2457,1.8092985172563458,0,AAPL,
0,2010-01-14,2010-02-20,2010-01-14,P,152616.71949066903,0.15,0.17,62,1010,0.48840447728115166,0,AAPL,
0,2010-01-14,2010-02-20,2010-01-14,C,232435.61681759826,3.09,3.23,6875,21718,0.3650219842935526,0,AAPL,
0,2010-01-14,2010-02-20,2010-01-14,C,251902.61909555263,0.36,0.41000000000000003,1066,5580,0.3995968466258531,0,AAPL,
0,2010-01-14,2010-04-17,2009-12-24,C,102073.17965955826,97.9,110.87,2,33,0.6146220052774157,0,AAPL,
0,2010-01-14,2010-04-17,2010-01-14,C,125271.82698854641,81.14,81.15,3,327,0.47785096740038846,0,AAPL,
0,2010-01-14,2010-04-17,2010-01-14,P,251414.42562589495,44.550000000000004,44.56,17,440,0.3093933116305344,0,AAPL,
0,2010-01-14,2010-07-17,2010-01-08,C,154317.47331724904,56.78,57.31,2,44,0.4016699700100806,0,AAPL,
0,2010-01-14,2010-07-17,2010-01-14,P,170584.39147479675,5.84,5.85,8,1413,0.37540391233902226,0,AAPL,
0,2010-01-14,2011-01-22,2010-01-05,C,63830.17374428932,148.23,148.23999999999998,2,68,0.5650347545574629,0,AAPL,
0,2010-01-14,2011-01-22,2010-01-14,C,177477.96903587287,56.980000000000004,56.99,2,1374,0.3900423762687791,0,AAPL,
0,2010-01-14,2012-01-21,2010-01-11,C,108485.51121444427,110.16,110.17,0,88,0.4823112300169894,0,AAPL,
0,2010-01-14,2012-01-21,2010-01-14,P,118038.35485517254,7.32,7.58,4,448,0.41730380072357387,0,AAPL,
0,2010-01-14,2012-01-21,2010-01-14,C,149505.01459292628,72.31,88.0,145,426,0.4407176707141418,0,AAPL,
0,2010-01-14,2012-01-21,2010-01-14,P,149519.8911633084,13.780000000000001,15.27,6,256,0.4135792430948103,0,AAPL,
0,2010-01-15,2010-01-16,2010-01-11,P,28959.695721686312,0.0,0.01,0,4421,,0,AAPL,
0,2010-01-15,2010-01-16,2010-01-15,C,258177.68345026145,0.0,0.01,2,14208,1.4909872099739008,0,AAPL,
0,2010-01-15,2010-02-20,2010-01-15,P,138014.6447309211,0.04,0.05,212,931,0.4676817121390922,0,AAPL,
0,2010-01-15,2010-02-20,2010-01-14,C,144127.06421533253,70.97,70.98,0,11,0.6430439952981875,0,AAPL,
0,2010-01-15,2010-02-20,2010-01-15,P,149609.32691984694,0.11,0.15,146,942,0.4453509003002482,0,AAPL,
0,2010-01-15,2010-02-20,2010-01-15,P,179542.6261012796,1.18,1.29,1984,12038,0.4394511684331615,0,AAPL,
0,2010-01-15,2010-04-17,2010-01-15,C,100369.34570639604,99.75,99.76,2,33,0.7619464916425476,0,AAPL,
0,2010-01-15,2010-04-17,2010-01-15,P,214256.01850242337,15.73,17.38,149,5175,0.3638088719253399,0,AAPL,
0,2010-01-15,2010-07-17,2009-12-29,C,102864.82402874569,102.41,106.08,0,4,0.5710589373264797,0,AAPL,
0,2010-01-15,2010-07-17,2010-01-14,C,126211.80175885397,81.07000000000001,89.21000000000001,1,16,0.5289261777135712,0,AAPL,
0,2010-01-15,2010-07-17,2010-01-15,C,188193.75170235164,29.310000000000002,31.29,168,949,0.38659341086473165,0,AAPL,
0,2010-01-15,2010-07-17,2010-01-15,C,299303.61380304524,1.45,1.47,305,1703,0.3387907857469179,0,AAPL,
0,2010-01-15,2011-01-22,2010-01-15,C,82272.25684766375,128.04,128.04999999999998,3,474,0.5834444389346074,0,AAPL,
0,2010-01-15,2011-01-22,2010-01-15,C,142347.3845158707,75.42,75.43,61,1173,0.39362014893620956,0,AAPL,
0,2010-01-15,2011-01-22,2010-01-15,P,174953.86383716844,18.37,20.43,12,2665,0.37541876571455957,0,AAPL,
0,2010-01-15,2011-01-22,2010-01-15,C,215402.50396927298,29.740000000000002,29.750000000000004,251,6317,0.3262258135921056,0,AAPL,
0,2010-01-15,2011-01-22,2010-01-15,P,317957.0087236014,119.32000000000001,119.33000000000001,39,149,0.32572943400039533,0,AAPL,
0,2010-01-15,2012-01-21,2010-01-15,C,99423.85435989441,102.24000000000001,122.56,4,171,0.45245809188378067,0,AAPL,
0,2010-01-15,2012-01-21,2010-01-15,P,179972.18753694397,26.37,26.380000000000003,34,1124,0.33962022474194636,0,AAPL,
0,2010-01-15,2012-01-21,2010-01-15,C,229266.9523887603,35.02,37.15,21,955,0.3392197286772859,0,AAPL,
0,2010-01-19,2010-02-20,2010-01-19,C,155209.25027193618,66.51,66.52000000000001,5,178,0.48006981762172857,0,AAPL,
0,2010-01-19,2010-04-17,2010-01-15,C,101815.94297703977,113.82000000000001,130.02,0,184,,0,AAPL,
0,2010-01-19,2010-04-17,2010-01-19,C,129950.65460846061,78.18,82.81,15,296,0.4748221640891193,0,AAPL,
0,2010-01-19,2010-04-17,2010-01-19,P,132077.83300949025,0.16,0.23,26,1018,0.4893449087482593,0,AAPL,
0,2010-01-19,2010-04-17,2010-01-19,P,194262.9310111914,4.8,4.81,1512,4457,0.34633969892093797,0,AAPL,
0,2010-01-19,2010-04-17,2010-01-19,C,197481.89816918445,15.6,17.59,2052,22359,0.33884760072143105,0,AAPL,
0,2010-01-19,2010-04-17,2010-01-19,C,253241.577418984,3.58,3.59,1337,12954,0.3427999695043204,0,AAPL,
0,2010-01-19,2010-07-17,2010-01-04,C,114379.13240459225,99.11,108.15,0,9,0.4524580698138075,0,AAPL,
0,2010-01-19,2010-07-17,2010-01-19,P,141985.2269742656,2.57,2.5799999999999996,207,890,0.416469234152833,0,AAPL,
0,2010-01-19,2010-07-17,2010-01-19,C,239508.09225896862,12.06,12.07,306,3541,0.3314971997251033,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,C,22843.73519723479,178.54,208.0,12,57,,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,C,31209.9479649128,185.69,185.7,3,97,,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,P,39355.961119698455,0.04,0.1,12,3822,0.5960796530589301,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,P,49271.21570002085,0.09,0.16,2,2272,0.5610744587484412,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,P,117094.28637397372,2.6,2.61,13,1361,0.4518995318521192,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,C,133532.9536591564,75.2,87.22,0,461,0.4677856507675147,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,P,173893.69328777265,14.97,15.530000000000001,58,2484,0.37760542406161135,0,AAPL,
0,2010-01-19,2011-01-22,2010-01-19,P,221546.34415917986,32.87,32.879999999999995,108,1154,0.41444183686492275,0,AAPL,
0,2010-01-19,2012-01-21,2010-01-11,C,106257.57202302574,109.69,125.52,1,160,0.43313372241332265,0,AAPL,
0,2010-01-19,2012-01-21,2010-01-19,P,121350.0257208127,7.23,7.74,6,391,0.42635994085752327,0,AAPL,
0,2010-01-20,2010-02-20,2010-01-19,C,139815.8006745049,79.61,79.62,0,47,,0,AAPL,
